u_a,v_real,v_ref,u_delta,delta_d,px,py,theta1,cte,cte_real,epsi,vx,vy,kappa,beta,steer
-0.2000,2.2940,2.0000,-0.0492,-0.0117,43.4049,-62.9641,0.0000,0.0412,0.0412,-0.0426,0.0000,0.0000,-0.0070,-0.0028,0.0000
-0.0914,2.0388,2.0000,-0.0408,-0.0117,43.1940,-62.9805,0.0000,0.0361,0.0361,-0.0483,0.0000,0.0000,-0.0070,-0.0028,0.0000
-0.2001,2.2146,2.0000,-0.0324,-0.0117,42.9652,-62.9836,0.0000,-0.0080,-0.0080,-0.0665,0.0000,0.0000,-0.0070,-0.0028,0.0000
-0.1464,2.0964,2.0000,-0.0240,0.0063,42.7643,-62.9867,0.0000,-0.0249,-0.0249,-0.0395,0.0000,0.0000,0.0038,0.0015,0.0000
-0.2000,2.2727,2.0000,-0.0157,0.0063,42.5529,-62.9764,0.0000,-0.0637,-0.0637,-0.0491,0.0000,0.0000,0.0038,0.0015,0.0000
-0.0450,1.9929,2.0000,-0.0074,0.0063,42.3434,-62.9701,0.0000,-0.0808,-0.0808,-0.0530,0.0000,0.0000,0.0038,0.0015,0.0000
-0.1063,2.1014,2.0000,0.0010,0.0063,42.1335,-62.9779,0.0000,-0.0969,-0.0969,-0.0598,0.0000,0.0000,0.0038,0.0015,0.0000
-0.0988,2.0795,2.0000,-0.0004,-0.0035,41.9137,-62.9731,0.0000,-0.1221,-0.1221,-0.0823,0.0000,0.0000,-0.0021,-0.0008,0.0000
-0.1016,2.0820,2.0000,0.0080,-0.0035,41.7049,-62.9801,0.0000,-0.1334,-0.1334,-0.0827,0.0000,0.0000,-0.0021,-0.0008,0.0000
-0.1963,2.1802,2.0000,0.0164,0.0491,41.4925,-62.9703,0.0000,-0.1667,-0.1667,-0.0840,0.0000,0.0000,0.0296,0.0118,0.0000
-0.1246,2.0715,2.0000,0.0248,0.0491,41.2781,-62.9667,0.0000,-0.1854,-0.1854,-0.0853,0.0000,0.0000,0.0296,0.0118,0.0000
-0.1249,2.1077,2.0000,0.0211,0.0368,41.0668,-62.9539,0.0000,-0.2204,-0.2204,-0.1072,0.0000,0.0000,0.0222,0.0089,0.0000
-0.1440,2.1260,2.0000,0.0294,0.0368,40.8490,-62.9570,0.0000,-0.2392,-0.2392,-0.1046,0.0000,0.0000,0.0222,0.0089,0.0000
-0.1298,2.0983,2.0000,0.0378,0.0368,40.6482,-62.9614,0.0000,-0.2521,-0.2521,-0.1017,0.0000,0.0000,0.0222,0.0089,0.0000
-0.1846,2.1598,2.0000,0.0294,-0.0321,40.4461,-62.9785,0.0000,-0.2541,-0.2541,-0.0681,0.0000,0.0000,-0.0194,-0.0077,0.0000
-0.0397,1.9919,2.0000,0.0377,-0.0321,40.2485,-62.9935,0.0000,-0.2446,-0.2446,-0.0638,0.0000,0.0000,-0.0194,-0.0077,0.0000
-0.0245,2.0121,2.0000,0.0461,-0.0321,40.0464,-62.9962,0.0000,-0.2537,-0.2537,-0.0592,0.0000,0.0000,-0.0194,-0.0077,0.0000
0.0246,1.9665,2.0000,0.0545,-0.0321,39.8447,-63.0096,0.0000,-0.2495,-0.2495,-0.0536,0.0000,0.0000,-0.0194,-0.0077,0.0000
0.0037,2.0038,2.0000,0.0626,-0.0324,39.6490,-63.0246,0.0000,-0.2456,-0.2456,-0.0489,0.0000,0.0000,-0.0195,-0.0078,0.0000
-0.0023,2.0051,2.0000,0.0710,-0.0324,39.4526,-63.0308,0.0000,-0.2487,-0.2487,-0.0427,0.0000,0.0000,-0.0195,-0.0078,0.0000
0.0462,1.9473,2.0000,0.0794,0.0235,39.2583,-63.0431,0.0000,-0.2429,-0.2429,-0.0349,0.0000,0.0000,0.0142,0.0057,0.0000
0.0630,1.9487,2.0000,0.0878,0.0235,39.0634,-63.0578,0.0000,-0.2362,-0.2362,-0.0272,0.0000,0.0000,0.0142,0.0057,0.0000
